"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"JKDPDCFA_00931",90.2168428299633,0.167462930834765,0.298596243481962,0.560834017474441,0.574910694295473,0.755683138328538
"JKDPDCFA_00932",17.9887705175306,-0.930981378751963,0.624550801464991,-1.49064155640852,0.136055627718356,0.307475895132459
"JKDPDCFA_00933",5.4492410400057,1.01599182243335,1.10412919779085,0.920174762578648,0.357481440435051,0.574962829134414
"JKDPDCFA_00934",662.806235469835,-0.0512531789447068,0.241424878837556,-0.212294520728299,0.831877269839013,0.908713771402093
"JKDPDCFA_00935",1.33035807761952,0.294593341162202,2.00802594860163,0.146707935406588,0.883362554834787,NA
"JKDPDCFA_00936",33.8387855970104,0.0574691733276464,0.423171105006951,0.13580599584346,0.891974650982322,0.946100071002048
"JKDPDCFA_00937",40.2741105319736,0.222379167212196,0.448562332737388,0.495759788511688,0.620063898575778,0.791888455718836
"JKDPDCFA_00938",3.90812239130839,0.944586892511214,1.14166908174586,0.827373630077408,0.408025322172353,0.620015826713436
"JKDPDCFA_00939",5.1782437744189,-0.964536377117047,1.13625703082884,-0.848871646948988,0.395952717233395,0.608653379299524
"JKDPDCFA_00940",0.266675844206538,-0.625631700298125,4.37706133273563,-0.142934186372735,0.886342158944495,NA
"JKDPDCFA_00941",0.0562572355546285,1.63164933550914,4.5569598308423,0.358056554386512,0.720300991030097,NA
"JKDPDCFA_00942",169.386683845163,0.444111633540632,0.228339538663845,1.94496159596101,0.0517796006268211,0.149718383336674
"JKDPDCFA_00943",30.5906975847525,-0.414960224036358,0.466176821134204,-0.890134827009982,0.373393494407344,0.588110173294191
"JKDPDCFA_00944",46.7902766720857,-0.442357279236626,0.379662656060082,-1.16513244633315,0.24396538493397,0.455547594239121
"JKDPDCFA_00945",15.9199113212755,-0.113261265379178,0.580642395182728,-0.195061997399509,0.845344412749657,0.91636530522813
"JKDPDCFA_00946",327.307789132522,-0.752343306554766,0.197742642584716,-3.80465890776417,0.000141999728445011,0.0012320622903139
"JKDPDCFA_00947",2431.21016029162,-0.778640005108424,0.211961130202998,-3.67350374270371,0.000239247171276989,0.00189580669897968
"JKDPDCFA_00948",1089.90116236412,-0.762432432429528,0.188883357111844,-4.03652520840186,5.42486991636828e-05,0.000543354970823447
"JKDPDCFA_00949",130.552178504621,-0.94692696360206,0.286339530990491,-3.3070074548439,0.000942983824594408,0.0059627057999606
